País,COL,Weekday,Segmento,# de Weekdays,,,,,,,,,,,,,
Cocina,67 PLAZA CLARO COURT,4,L-J,18,Ejecución MEP,,,,,,,,,,,,
,Desayuno,,,,,,,,,,,Almuerzo,Cena,Mañana,Tarde,Noche,0
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
0.0,,,,,,,,,,,,,,,0,,
