order_received_at_local,order_id,provider_order_id,provider_name,country,kitchen,brand,rating,comments,complaint,rating_tag,reason,reason_category,reason_area,# In Full,is infull
10.0,LdxayJN2qBWLDnkyT,3913b2a1-d387-4a91-b5f3-88d79cf7045d,ubereats,MEX,San Nicolás,LA PANQUEQUERIA,1.0,1,,restaurant_too_slow,OUT_TIME,DELIVERY_LATE,DELIVERY,0.0,1
10.0,s5pYkrmjqeySfxxeH,5764670163144212689,didi,MEX,Azcapotzalco,The Wrap Company MX,3.0,1,,RATINGS,,RATINGS,0.0,,1
10.0,Jo3yk6TakMqKL3CiL,5764670077433610470,didi,MEX,Jardines,The Wrap Company MX,5.0,0,,RATINGS,,RATINGS,1.0,,0
10.0,3uMMRZGPNMfZhgrYa,32b1b0dc-6247-4b9c-97f3-72d77363c36a,ubereats,MEX,Manacar,Órale Desayunos,5.0,0,,"HIGH_FOOD_QUALITY, HIGH_FOOD_QUALITY, HIGH_FOOD_QUALITY",,1.0,,,0
10.0,szCLvMGxzyhjr7Hor,e4f8a11d-3db7-4028-a081-01f0c6df52c4,ubereats,MEX,San Jerónimo,Avocalia Desayunos,1.0,1,,BAD_PACKAGING|BAD_QUALITY|NOT_WORTH_PRICE,,NOT_TASTY|SMALL_PORTIONS|SPILLED_PACKAGING,DELIVERY|PRICING|QUALITY,0.0,1
10.0,havxzabkKECbciBKw,2.439909783E9,rappi,MEX,Ciudad Judicial,Brunch & Munch,5.0,0,,rrs_rest_accuracy_rate_5|Justo lo que pedí,ORDER_PRECISION,ORDER_PRECISION,,1.0,0
11.0,o89agiCgYE9xHbGaK,59e1318a-43d4-47a8-87c1-1c6f4d25837f,ubereats,MEX,Polanco,Eggy by Chef Eva,5.0,0,,"RATINGS, RATINGS",,"RATINGS, RATINGS",,1.0,0
11.0,XMwwrhiFL2Hqp8fS3,a3aeff65-e95d-4790-976a-f79db40cae1d,ubereats,MEX,Churubusco,Órale Desayunos,1.0,1,,BAD_QUALITY|NOT_WORTH_PRICE,,NOT_TASTY|SMALL_PORTIONS,PRICING|QUALITY,0.0,1
11.0,YFo4bph3RgeivJkqs,2.439910839E9,rappi,MEX,San Nicolás,Órale Chilaquiles,2.0,1,,rrs_rest_quality_rate_2|Mala calidad,BAD_QUALITY,OTHER,QUALITY,0.0,1
11.0,C7JRGvpzYK52Z39Y7,5764670050413904094,didi,MEX,Coapa,The Wrap Company MX,5.0,0,,RATINGS,,RATINGS,1.0,,0
11.0,sJFc6KgoijyPwowk5,8e552de4-fc0a-42b7-a246-7e4138858ab8,ubereats,MEX,Churubusco,Brunch & Munch,5.0,0,,RATINGS,,RATINGS,1.0,,0
11.0,ALLhArkHgAuZaoezY,2.439911588E9,rappi,MEX,Canek,Desayunos de la Abuela,5.0,0,,comment|Comentario,RATINGS,RATINGS,1.0,,0
11.0,XhTyHFmNHeS4ep6Ec,5764670000170336492,didi,MEX,Iztapalapa,Brunch & Munch,5.0,0,,Bien empacado|Porciones adecuadas,GOOD_PACKAGING|ORDER_COMPLETENESS,1.0,,,0
11.0,LnYBqwNuEacrvoNh3,5764669970663407845,didi,MEX,Lindavista,Órale Desayunos,5.0,0,,RATINGS,,RATINGS,1.0,,0
11.0,dypcxbXMg48poNmuL,898866c9-6294-45e3-9edc-b72ade12133a,ubereats,MEX,Doctores,The Breakfast Club,5.0,0,,RATINGS,,RATINGS,1.0,,0
11.0,NG9gMaBYDSQuNHXRa,2.439913471E9,rappi,MEX,Coapa,Órale Desayunos,3.0,1,,rrs_rest_quality_rate_3|Mala calidad,BAD_QUALITY,OTHER,QUALITY,0.0,1
11.0,MuwLe7QrQFqN4Ra8M,5764669928925888759,didi,MEX,Polanco,Brunch & Munch,5.0,0,,RATINGS,,RATINGS,1.0,,0
11.0,G7Qrcc3ihXvNRcfNH,e1308900-f2f4-467d-9551-e811566f2371,ubereats,MEX,Del Valle,Green House,5.0,0,,"RATINGS, RATINGS",,"RATINGS, RATINGS",,1.0,0
11.0,iAJPjzgnX2cbpq5Rm,6114bcb1-518a-43aa-b716-cb9267f39a4d,ubereats,MEX,Churubusco,Desayunos de la Abuela,5.0,0,,restaurant_sustainable_packaging|restaurant_reliable_service|restaurant_great_selection,GOOD_PACKAGING|QUICK_DELIVERY|VARIETY_MENU_OPTIONS,1.0,,,0
11.0,S6xGK9ThemhDKxSZr,47270507-e619-4f3d-a525-3fb992a5c1fb,ubereats,MEX,Del Valle,LA PANQUEQUERIA,5.0,0,,RATINGS,,RATINGS,1.0,,0
11.0,DnGTZ8zGFRk2hZzW9,2.439914279E9,rappi,MEX,Metepec,Brunch & Munch,5.0,0,,comment|Comentario,RATINGS,RATINGS,1.0,,0
11.0,n5jKFLyt3WewiSPQn,397d4e9e-f98f-4764-847a-8126aeab5095,ubereats,MEX,Iztapalapa,Avocalia,5.0,0,,RATINGS,,RATINGS,1.0,,0
11.0,heNEBiHnGFbSR36CH,2.439912684E9,rappi,MEX,Coapa,LA PANQUEQUERIA,2.0,1,,RATINGS,,RATINGS,0.0,,1
11.0,xNAFENpoRGxCoNks5,339ea80e-9cc9-49b3-8692-58c9b7e0d138,ubereats,MEX,Doctores,Brunch & Munch,5.0,0,,RATINGS,,RATINGS,1.0,,0
11.0,DXNRaZnBSHdMdHy3r,2cc0c903-2c1b-443d-8c5a-fbcda3b9c8c4,ubereats,MEX,Jardines del Valle,Órale Desayunos,5.0,0,,RATINGS,,RATINGS,1.0,,0
11.0,kFFnsSsnd8paBmfn2,2.439913996E9,rappi,MEX,Santa Fe,Órale Chilaquiles,2.0,1,,rrs_rest_quality_rate_2|Mala calidad,BAD_QUALITY,OTHER,QUALITY,0.0,1
11.0,GCfhKAMcfS6YdzqC6,809024d7-afab-433f-8fcf-df0ca4b0e6ff,ubereats,MEX,San Ángel,Desayunos de la Abuela,5.0,0,,RATINGS,,RATINGS,1.0,,0
11.0,8SNFnWHzQgLncPPDQ,b2494200-e94c-4b6f-be52-459aa2eebe1e,ubereats,MEX,Montejo,Brunch & Munch,5.0,0,,RATINGS,,RATINGS,1.0,,0
11.0,CRDJP4GRaxukkanbg,b3e95b4b-348f-46eb-81fe-9aabaab68b91,ubereats,MEX,Esmeralda,Green House,5.0,0,,RATINGS,,RATINGS,1.0,,0
11.0,KqXPHJRZXPRaqDCvn,2.43991676E9,rappi,MEX,Saltillo Centro,Brunch & Munch,5.0,0,,rrs_rest_packaging_rate_5|Buena presentación,GOOD_PACKAGING,GOOD_PACKAGING,,1.0,0
11.0,w7qkcQE6N2WMW6Hat,2.439916505E9,rappi,MEX,Coapa,The Breakfast Club,5.0,0,,rrs_rest_packaging_rate_5|Buena presentación,GOOD_PACKAGING,GOOD_PACKAGING,,1.0,0
11.0,Arjh2eApGCsRwiChz,bf2221a3-8801-40ce-991e-4914803b3d1a,ubereats,MEX,San Ángel,LA PANQUEQUERIA,5.0,0,,HIGH_FOOD_QUALITY,,1.0,,,0
11.0,NrhbYmZXwFWzopCKL,bf8edb58-e665-4c53-aa6a-165c2b461595,ubereats,MEX,Doctores,Desayunos de la Abuela,5.0,0,,RATINGS,,RATINGS,1.0,,0
11.0,PAetHCNYu8RPoMQHS,5764670148803887361,didi,MEX,Tec,Pozórale,5.0,0,,RATINGS,,RATINGS,1.0,,0
11.0,fbpFTRSTz9A8SC4oB,5764670056873132288,didi,MEX,Tabachines,Avocalia,5.0,0,,RATINGS,,RATINGS,1.0,,0
11.0,AvzW9C8AxMS7gmGAg,5764670108521791771,didi,MEX,Saltillo Centro,Órale Desayunos,5.0,0,,RATINGS,,RATINGS,1.0,,0
11.0,W2WbLNuhFQwCWPwFP,5764670101311783188,didi,MEX,San Ángel,The Wrap Company MX,5.0,0,,Exactamente como lo pedí|Precios razonables,NOT_WORTH_PRICE|ORDER_PRECISION,PRICING,,1.0,0
11.0,LTRR9bSEeAJEvFKft,05cee77b-6289-448f-b124-89dcfa6c7b7f,ubereats,MEX,Azcapotzalco,Brunch & Munch,5.0,0,,RATINGS,,RATINGS,1.0,,0
11.0,mwYv2xWzJmNzebFR3,2.439919047E9,rappi,MEX,Del Valle,LA PANQUEQUERIA,5.0,0,,rrs_rest_completeness_rate_5|Tal como lo pedí,ORDER_COMPLETENESS,ORDER_COMPLETENESS,,1.0,0
11.0,uaMXDQ3njY4Mp9G9g,2.439919629E9,rappi,MEX,Polanco,The Wrap Company MX,3.0,1,,RATINGS,,RATINGS,0.0,,1
11.0,GfqoCk8TXw6MxtWqZ,2.439919535E9,rappi,MEX,Jardines,Desayunos de la Abuela,5.0,0,,RATINGS,,RATINGS,1.0,,0
11.0,p5NHTCWGnMa4djbFc,2.43991874E9,rappi,MEX,Iztapalapa,LA PANQUEQUERIA,3.0,1,,comment|Comentario,RATINGS,RATINGS,0.0,,1
11.0,Ydaq2tr9aqFC3XCeg,2.439919961E9,rappi,MEX,Tabachines,Brunch & Munch,5.0,0,,RATINGS,,RATINGS,1.0,,0
11.0,FFxW8yekFSJXtuKHT,07dfaa91-d48d-4592-a208-cb5222b37c83,ubereats,MEX,Polanco,Brunch & Munch,5.0,0,,"RATINGS, RATINGS, RATINGS",,"RATINGS, RATINGS, RATINGS",,1.0,0
11.0,4cgFceFbcsH5q7Dy3,874995a1-23ea-4fb4-a997-c8b553214a42,ubereats,MEX,Del Valle,Eggy by Chef Eva,5.0,0,,RATINGS,,RATINGS,1.0,,0
11.0,XrxkrhzE2NCqazgk6,5764670143695225107,didi,MEX,Esmeralda,The Wrap Company MX,5.0,0,,RATINGS,,RATINGS,1.0,,0
11.0,v3jChswYZkjhkb32g,f8f6807d-c039-404f-804b-0da9024fb922,ubereats,MEX,Churubusco,Órale Desayunos,1.0,1,,NOT_WORTH_PRICE,,SMALL_PORTIONS,PRICING,0.0,1
11.0,oo2XtD6mPmQQ9znMT,2.439920474E9,rappi,MEX,Carretera Nacional,Órale Desayunos,5.0,0,,RATINGS,,RATINGS,1.0,,0
11.0,Aby4pYiufy7gxCiWo,2.439920182E9,rappi,MEX,Iztapalapa,LA PANQUEQUERIA,5.0,0,,RATINGS,,RATINGS,1.0,,0
11.0,DQhNyXYFpkX7AwNYv,5764669933933887764,didi,MEX,Metepec,Avocalia,5.0,0,,RATINGS,,RATINGS,1.0,,0
11.0,kmHECFz5YWBcBeZAF,2.439921685E9,rappi,MEX,La Calma,La Panquequería Turbo,5.0,0,,rrs_rest_quality_rate_5|Calidad de la comida,HIGH_FOOD_QUALITY,HIGH_FOOD_QUALITY,,1.0,0
11.0,p84Re8i4ct3bKb48m,1de56df8-b9e3-4b39-a7d3-55802f7f7262,ubereats,MEX,Cumbres,LA PANQUEQUERIA,5.0,0,,HIGH_FOOD_QUALITY,,1.0,,,0
11.0,rWGYofu3yJRnvTWzX,2.439921634E9,rappi,MEX,Doctores,Brunch & Munch,5.0,0,,RATINGS,,RATINGS,1.0,,0
11.0,rCDsYWirTe3hFDaoC,b8ce2c37-c6f6-42a7-96ac-23112cd05e93,ubereats,MEX,Satélite,Brunch & Munch,5.0,0,,RATINGS,,RATINGS,1.0,,0
11.0,H7aGTnKoP3gHswsgo,5764669926677741836,didi,MEX,Tlaquepaque,Órale Desayunos,5.0,0,,Buena calidad de la comida|Porciones adecuadas|Bien empacado,GOOD_PACKAGING|HIGH_FOOD_QUALITY|ORDER_COMPLETENESS,1.0,,,0
11.0,JzxKNjXcWtXCG88qn,320e4110-6c36-404a-a2c4-9a78f89973d2,ubereats,MEX,Del Valle,The Egg Spot,5.0,0,,RATINGS,,RATINGS,1.0,,0
11.0,X4cMSzYj6wtxFN3gi,2.439922443E9,rappi,MEX,Estadio,Desayunos de la Abuela,3.0,1,,RATINGS,,RATINGS,0.0,,1
11.0,z7afXNQ6tH2vhwWeF,64c7c2fd-761c-4478-b1ff-9f44a7216acb,ubereats,MEX,Santa Teresita,Desayunos de la Abuela,5.0,0,,"RATINGS, RATINGS",,"RATINGS, RATINGS",,1.0,0
11.0,aCjZL336bmPAxoBnw,5764669974463447325,didi,MEX,La Calma,Desayunos de la Abuela,5.0,0,,Exactamente como lo pedí|Menú variado|Bien empacado|Buena calidad de la comida,GOOD_PACKAGING|HIGH_FOOD_QUALITY|ORDER_PRECISION|VARIETY_MENU_OPTIONS,1.0,,,0
11.0,q95Kcj8f3Rs2n9Tv6,2.439920964E9,rappi,MEX,Metepec,Órale Chilaquiles,4.0,0,,comment|Comentario,RATINGS,RATINGS,1.0,,0
11.0,NatQ2uWvDrZ7bH5PY,a95aafc2-1c43-4586-a0ca-491444f76ccc,ubereats,MEX,Esmeralda,Brunch & Munch,5.0,0,,RATINGS,,RATINGS,1.0,,0
11.0,srTZecBNgPc832KJR,dd40c94e-c300-474f-8de0-b283df3160f3,ubereats,MEX,Esmeralda,Brunch & Munch,5.0,0,,RATINGS,,RATINGS,1.0,,0
11.0,8XWLkA4nNrsXKPNKg,5764669986073280786,didi,MEX,Montejo,Órale Desayunos,5.0,0,,RATINGS,,RATINGS,1.0,,0
11.0,qnTbvGjgFtSv7XrF4,e896f306-40b1-4816-81ad-2f01d3c9363b,ubereats,MEX,Churubusco,Brunch & Munch,5.0,0,,RATINGS,,RATINGS,1.0,,0
11.0,v6ZhwotQ7aswiYaxK,2.439923978E9,rappi,MEX,La Calma,Desayunos de la Abuela,5.0,0,,rrs_rest_completeness_rate_5|Tal como lo pedí,ORDER_COMPLETENESS,ORDER_COMPLETENESS,,1.0,0
11.0,XqhX7Sv4KEprYmYXZ,2.439924358E9,rappi,MEX,Saltillo Centro,Brunch & Munch,4.0,0,,rrs_rest_quality_rate_4|La calidad de los ingredientes,HIGH_FOOD_QUALITY,HIGH_FOOD_QUALITY,,1.0,0
11.0,HckKttBZGLde8Bhft,2.439924343E9,rappi,MEX,Manacar,Brunch & Munch,5.0,0,,comment|Comentario,RATINGS,RATINGS,1.0,,0
11.0,57aXj54fGRN7RjgMX,bb58976d-4da6-48a1-aa4d-ce33b75d17fa,ubereats,MEX,Metepec,Eggy by Chef Eva,5.0,0,,"HIGH_FOOD_QUALITY, HIGH_FOOD_QUALITY",,1.0,,,0
11.0,5RxfrPT4d6oB6kB4D,ec3498bf-7a08-4f84-86e3-751a90b206e7,ubereats,MEX,Doctores,Brunch & Munch,5.0,0,,RATINGS,,RATINGS,1.0,,0
11.0,WQYcqaSD8vrJS7r5C,e8e72df9-45b3-4e85-ab3a-d15acea1c7bf,ubereats,MEX,Pedregal,Órale Desayunos,5.0,0,,restaurant_fresh_ingredients,HIGH_FOOD_QUALITY,1.0,,,0
11.0,k9EhnDvLhgvYDFdnQ,2.439926091E9,rappi,MEX,Saltillo Centro,Sandwiches & Soups,5.0,0,,rrs_rest_packaging_rate_5|Buena presentación,GOOD_PACKAGING,GOOD_PACKAGING,,1.0,0
11.0,PQ6e9QeYrFa9Xx2RP,2.439926049E9,rappi,MEX,Tec,Desayunos de la Abuela,1.0,1,,RATINGS,,RATINGS,0.0,,1
11.0,mTRW6hXirEzgguX6u,2.439926363E9,rappi,MEX,San Ángel,The Egg Spot,4.0,0,,rrs_rest_packaging_rate_4|Mejorar la presentación,GOOD_PACKAGING,GOOD_PACKAGING,,1.0,0
11.0,kd5p7hosjZyi2499C,c654c8d5-f220-48cd-8952-5cc9acfaa86e,ubereats,MEX,San Nicolás,Brunch & Munch,5.0,0,,RATINGS,,RATINGS,1.0,,0
11.0,f6otmsqQxZ6H3Ea3Q,2114fb26-e202-489f-bfc2-3b7f4ab843e0,ubereats,MEX,Polanco,Brunch & Munch,5.0,0,,RATINGS,,RATINGS,1.0,,0
11.0,4pWhBu5Z5QkwftBzS,2.439928446E9,rappi,MEX,Jardines del Valle,LA PANQUEQUERIA,5.0,0,,RATINGS,,RATINGS,1.0,,0
11.0,r6YjSyDXLqL933WT9,d24756e4-e294-4dd5-8df7-b799c8e8d825,ubereats,MEX,San Ángel,Brunch & Munch,5.0,0,,RATINGS,,RATINGS,1.0,,0
11.0,PchCdTcoGdDzAxZvh,e608c8c5-5ae9-4c51-b693-97e40c9349f6,ubereats,MEX,Volcanes,Avocalia,5.0,0,,RATINGS,,RATINGS,1.0,,0
11.0,vN44RRmtisFERwYmc,2.439930077E9,rappi,MEX,Iztapalapa,Desayunos de la Abuela,4.0,0,,comment|Comentario,RATINGS,RATINGS,1.0,,0
11.0,3RpDinR3esfAwof5Q,2.439930554E9,rappi,MEX,Pedregal,Órale Desayunos,5.0,0,,comment|Comentario,RATINGS,RATINGS,1.0,,0
11.0,APaLBj7h4a6Bm5T8B,5764670088930197834,didi,MEX,Tlaquepaque,Órale Desayunos,5.0,0,,Buena calidad de la comida|Porciones adecuadas|Exactamente como lo pedí|Precios razonables|Bien empacado|Menú variado,GOOD_PACKAGING|HIGH_FOOD_QUALITY|NOT_WORTH_PRICE|ORDER_PRECISION|VARIETY_MENU_OPTIONS,PRICING,,1.0,0
11.0,9cg5CR7ZqZbZSsDz4,5764670002422677809,didi,MEX,Volcanes,Avocalia,5.0,0,,Bien empacado|Menú variado|Precios razonables|Buena calidad de la comida,GOOD_PACKAGING|HIGH_FOOD_QUALITY|VARIETY_MENU_OPTIONS,1.0,,,0
12.0,8ACpGDLrtAT96HvwF,5764669972508901713,didi,MEX,Santa Teresita,Avocalia,5.0,0,,Menú variado|Precios razonables|Bien empacado|Buena calidad de la comida|Exactamente como lo pedí|Porciones adecuadas,GOOD_PACKAGING|HIGH_FOOD_QUALITY|ORDER_PRECISION|VARIETY_MENU_OPTIONS,1.0,,,0
12.0,Bkw3zYchdqu6Sijxh,9750162a-535a-49ee-8b72-d006e10262fa,ubereats,MEX,Jardines,Don Gyros & Kebab,5.0,0,,RATINGS,,RATINGS,1.0,,0
12.0,bfXyMiFmKGrLHjjE7,2.439932283E9,rappi,MEX,Azcapotzalco,Brunch & Munch,5.0,0,,rrs_rest_quality_rate_5|Calidad de la comida,HIGH_FOOD_QUALITY,HIGH_FOOD_QUALITY,,1.0,0
12.0,tGgpfYLHkthTMiPRB,2.439932541E9,rappi,MEX,Esmeralda,Brunch & Munch,5.0,0,,comment|Comentario,RATINGS,RATINGS,1.0,,0
12.0,SJdt6tSn4fsMJ9HJS,2.439932366E9,rappi,MEX,Esmeralda,Órale Desayunos,1.0,1,,comment|Comentario,RATINGS,RATINGS,0.0,,1
12.0,fCkp2wafpaMkyHoiX,0f4e772f-8987-4193-99a8-7130eb02a7e2,ubereats,MEX,Saltillo Centro,House of Salads,5.0,0,,RATINGS,,RATINGS,1.0,,0
12.0,cb2vmFGeZfTnMy7HM,71630c87-f548-41a1-b8aa-2957ed73edaf,ubereats,MEX,Iztapalapa,Eggy by Chef Eva,5.0,0,,RATINGS,,RATINGS,1.0,,0
12.0,YY77W4zwWfi2QzDTT,3bab0908-5a3d-4fbd-a589-8b8060af47cf,ubereats,MEX,Metepec,Brunch & Munch,5.0,0,,RATINGS,,RATINGS,1.0,,0
12.0,JyZMGv2Jtf2fowRsA,4bceaa51-cf98-4d42-8936-45add963bcfd,ubereats,MEX,Montejo,Green House,5.0,0,,"HIGH_FOOD_QUALITY, HIGH_FOOD_QUALITY, HIGH_FOOD_QUALITY",,1.0,,,0
12.0,6KxWxpcEQqPWu7Ypj,27b23176-9eb3-4a70-8af1-b193284ca65c,ubereats,MEX,Lincoln,Que Chicken,5.0,0,,HIGH_FOOD_QUALITY,,1.0,,,0
12.0,fCQpvCAz3dBFTEx6J,2.439934469E9,rappi,MEX,Volcanes,The Breakfast Club,3.0,1,,rrs_rest_packaging_rate_3|Mala presentación,BAD_PACKAGING,BAD_PRESENTATION,DELIVERY,0.0,1
12.0,Kwe9Rxe6Nw7EsYTHp,cccab0ef-5482-4d98-a7d0-f9715d8f9575,ubereats,MEX,Canek,Avocalia,3.0,1,,restaurant_not_worth_price,NOT_WORTH_PRICE,OTHER,PRICING,0.0,1
12.0,vNr4m4BiTRwKfX5Di,2.439935019E9,rappi,MEX,Tlaquepaque,Brunch & Munch,5.0,0,,rrs_rest_quality_rate_5|Calidad de la comida,HIGH_FOOD_QUALITY,HIGH_FOOD_QUALITY,,1.0,0
12.0,J4TpbGn6S6k9uZR2J,0d079148-82d0-485e-85f0-8f87355afbcd,ubereats,MEX,Santa Teresita,Avocalia,5.0,0,,"RATINGS, RATINGS, RATINGS, RATINGS, RATINGS",,"RATINGS, RATINGS, RATINGS, RATINGS, RATINGS",,1.0,0
12.0,aXBTBDpEeh7sopZ3j,bf0369c6-98f0-471a-8b48-50d0785a3f7f,ubereats,MEX,Santa Fe,Avocalia,5.0,0,,"RATINGS, RATINGS",,"RATINGS, RATINGS",,1.0,0
12.0,smjtXEsLFrLB4yvD2,26c11a11-288a-4991-9db2-d660f8612c66,ubereats,MEX,Doctores,LA PANQUEQUERIA,5.0,0,,restaurant_reliable_service,OTHER,OTHER,1.0,,0
12.0,vrSGEQ6AJ3gjEhEce,2877e782-3545-41f8-992a-a90b511215b9,ubereats,MEX,Tlaquepaque,LA PANQUEQUERIA,5.0,0,,RATINGS,,RATINGS,1.0,,0
12.0,CJLgkX6FnGyfoDHfM,2.43993655E9,rappi,MEX,Saltillo Centro,Órale Desayunos,2.0,1,,rrs_rest_completeness_rate_2|Faltó un item,ORDER_ACCURACY,MISSING_ITEM,PASE,0.0,1
12.0,f2t6zSCiLYrrFsrFy,2.439936533E9,rappi,MEX,Satélite,Órale Desayunos,3.0,1,,rrs_rest_completeness_rate_3|Falto un item,ORDER_ACCURACY,MISSING_ITEM,PASE,0.0,1
12.0,YFWanTT3JuEdyiDpJ,2.439937071E9,rappi,MEX,Volcanes,Brunch & Munch,4.0,0,,rrs_rest_packaging_rate_4|Mejorar la presentación,GOOD_PACKAGING,GOOD_PACKAGING,,1.0,0
12.0,YZz6bd5Xw7TBu2v8J,5764670078415077725,didi,MEX,Pedregal,Avocalia,5.0,0,,Precios razonables|Exactamente como lo pedí|Buena calidad de la comida|Menú variado|Bien empacado|Porciones adecuadas,GOOD_PACKAGING|HIGH_FOOD_QUALITY|ORDER_COMPLETENESS|ORDER_PRECISION|VARIETY_MENU_OPTIONS,1.0,,,0
12.0,NdvYCyLBzKCwfB84T,4dfaddd3-752a-4cd0-9cb4-212f41e89bab,ubereats,MEX,Satélite,Órale Desayunos,1.0,1,,"RATINGS, RATINGS, RATINGS, RATINGS, RATINGS",,"RATINGS, RATINGS, RATINGS, RATINGS, RATINGS",,0.0,1
12.0,PGWTb45XEEDbw3RDP,70060831-9c4f-4ef5-8a89-e62bf713a966,ubereats,MEX,Doctores,Brunch & Munch,5.0,0,,restaurant_perfect_portions|restaurant_creative_options|restaurant_sustainable_packaging,VARIETY_MENU_OPTIONS,1.0,,,0
12.0,HPrPDWF3mKw8pe2BZ,5764669920763773280,didi,MEX,Jardines,Órale Desayunos,5.0,0,,RATINGS,,RATINGS,1.0,,0
12.0,tTQa6DtJZb25YS62Z,7655c51d-36ac-4777-8a1b-1870bc471cac,ubereats,MEX,Lincoln,LA PANQUEQUERIA,5.0,0,,"HIGH_FOOD_QUALITY, HIGH_FOOD_QUALITY",,1.0,,,0
12.0,p4w5cuzDDWfDb9zCK,5764670074191413625,didi,MEX,Tec,Avocalia,5.0,0,,RATINGS,,RATINGS,1.0,,0
12.0,SNepZih8htbksv2oH,2.43994053E9,rappi,MEX,Esmeralda,Pozórale,2.0,1,,RATINGS,,RATINGS,0.0,,1
12.0,EhDL2FLpRdkpnknbS,5764670093573292411,didi,MEX,Polanco,Órale Desayunos,5.0,0,,RATINGS,,RATINGS,1.0,,0
12.0,jrZRyX99gomFtNyQ6,cdbf91aa-415e-4d02-ad61-7157166d35ec,ubereats,MEX,Esmeralda,Brunch & Munch,5.0,0,,RATINGS,,RATINGS,1.0,,0
12.0,24hMjALJ2K2HiCkmm,2.439940926E9,rappi,MEX,La Calma,Brunch & Munch,5.0,0,,rrs_rest_completeness_rate_5|Tal como lo pedí,ORDER_COMPLETENESS,ORDER_COMPLETENESS,,1.0,0
12.0,DYQiZtmdcEm7FJkQM,b9afac35-ecfe-4c54-9554-5d7941dba5df,ubereats,MEX,Esmeralda,Que Chicken,5.0,0,,RATINGS,,RATINGS,1.0,,0
12.0,4tbppfcM4BfzdFNZc,2.439940993E9,rappi,MEX,Churubusco,Tender Lovers,5.0,0,,RATINGS,,RATINGS,1.0,,0
12.0,fyaAimjRAHp4x8Ehe,1c5a0661-c8d3-4968-acdd-269b2c9848c6,ubereats,MEX,Jardines,LA PANQUEQUERIA,5.0,0,,restaurant_sustainable_packaging|restaurant_reliable_service|restaurant_great_selection,GOOD_PACKAGING|VARIETY_MENU_OPTIONS,1.0,,,0
12.0,CkAjeooMZAAvW6FZf,2.439941786E9,rappi,MEX,Volcanes,The Wrap Company MX,5.0,0,,comment|Comentario,RATINGS,RATINGS,1.0,,0
12.0,DPjJpBm9PqPyTe4Rw,2.439941622E9,rappi,MEX,Jardines del Valle,La Neta Burgers (Orale Burgers),5.0,0,,rrs_rest_packaging_rate_5|Buena presentación,GOOD_PACKAGING,GOOD_PACKAGING,,1.0,0
12.0,mijAbM9og9KpSairL,2.439938842E9,rappi,MEX,Santa Fe,Fonda Local,5.0,0,,rrs_rest_quality_rate_5|Calidad de la comida,HIGH_FOOD_QUALITY,HIGH_FOOD_QUALITY,,1.0,0
12.0,6AYXGxRssGy7ehZKq,2.43994248E9,rappi,MEX,Metepec,La Neta Burgers (Orale Burgers),5.0,0,,RATINGS,,RATINGS,1.0,,0
12.0,5stuChbG4AGXW9hHP,2.43994326E9,rappi,MEX,Saltillo Centro,Órale Desayunos,5.0,0,,RATINGS,,RATINGS,1.0,,0
12.0,ssa6QxXf43BuX83YE,2.439943657E9,rappi,MEX,San Ángel,Foodhub,5.0,0,,RATINGS,,RATINGS,1.0,,0
12.0,5frn2Mima3j2G8Cwk,2.439943827E9,rappi,MEX,Tlaquepaque,Brunch & Munch,5.0,0,,comment|Comentario,RATINGS,RATINGS,1.0,,0
12.0,gdodMTroaRL5pkpfK,2.439944028E9,rappi,MEX,Volcanes,La Neta Burgers (Orale Burgers),4.0,0,,comment|Comentario,RATINGS,RATINGS,1.0,,0
12.0,394QhboJJmSYs5wHZ,2.439944404E9,rappi,MEX,Azcapotzalco,La Neta Burgers (Orale Burgers),5.0,0,,RATINGS,,RATINGS,1.0,,0
12.0,CJS5bvj2pD6nT7s2i,2.439944425E9,rappi,MEX,Montejo,La Neta Burgers (Orale Burgers),1.0,1,,comment|Comentario,RATINGS,RATINGS,0.0,,1
12.0,Fmf3HMDnRYqpkf5sy,df14856f-61f6-4ae1-ac2c-3a921627217a,ubereats,MEX,Polanco,Green House,5.0,0,,"RATINGS, RATINGS",,"RATINGS, RATINGS",,1.0,0
12.0,FCoG6o4vqAcgfWpBT,a73df50e-9157-4bc7-a128-cd0b0a7631b1,ubereats,MEX,La Calma,Eggy by Chef Eva,5.0,0,,RATINGS,,RATINGS,1.0,,0
12.0,ZtSs7iNeAFv7AqKPn,39fa380a-fdae-42f1-b57e-e3b725216880,ubereats,MEX,Carretera Nacional,LA PANQUEQUERIA,5.0,0,,RATINGS,,RATINGS,1.0,,0
12.0,xew4G8GkTEkmAur6a,2.439944682E9,rappi,MEX,Estadio,Foodhub,1.0,1,,rrs_rest_quality_rate_1|Pésima calidad,BAD_QUALITY,OTHER,QUALITY,0.0,1
12.0,qnEzBPEJae7jqCkmm,c940ddcf-e258-43c8-81f9-6eb55e24b6b5,ubereats,MEX,Doctores,Eggy by Chef Eva,5.0,0,,RATINGS,,RATINGS,1.0,,0
12.0,TTQYePAS5uWk2ouRp,5764670165270725013,didi,MEX,Canek,Eggy by Chef Eva,2.0,1,,RATINGS,,RATINGS,0.0,,1
12.0,YHFTDrJ7XqrSrDoi6,2.439946228E9,rappi,MEX,Lincoln,La Neta Burgers (Orale Burgers),5.0,0,,RATINGS,,RATINGS,1.0,,0
